"","Site","Colour","Size","Type","loc","x","p"
"1","Blank","Red",0.18,"Fragment","B","SG Blank","SG B"
"2","Blank","Black",0.16,"Fragment","B","SG Blank","SG B"
"3","Blank","Black",0.07,"Fragment","B","SG Blank","SG B"
"4","Blank","Black",0.1,"Fragment","B","SG Blank","SG B"
"5","Blank","Other",0.15,"Fibre","B","SG Blank","SG B"
"6","Blank","Green",0.06,"Fibre","B","SG Blank","SG B"
"7","Blank","Green",0.08,"Fibre","B","SG Blank","SG B"
"8","Blank","Transparent",1.66,"Fibre","B","SG Blank","SG B"
"9","Blank","Transparent",0.69,"Fibre","B","SG Blank","SG B"
"10","Blank","Blue",0.56,"Fibre","B","SG Blank","SG B"
"11","Blank","Black",2.42,"Fibre","B","SG Blank","SG B"
"12","Blank","Red",1.53,"Fibre","B","SG Blank","SG B"
"13","K1A","Transparent",4.1,"Fibre","K","SG K1A","SG K"
"14","K1A","Transparent",1.44,"Fibre","K","SG K1A","SG K"
"15","K1A","Transparent",1.5,"Fibre","K","SG K1A","SG K"
"16","K1A","Transparent",3.38,"Fibre","K","SG K1A","SG K"
"17","K1A","Other",0.16,"Fibre","K","SG K1A","SG K"
"18","K1A","Black",1.93,"Fibre","K","SG K1A","SG K"
"19","K1A","Black",0.89,"Fibre","K","SG K1A","SG K"
"20","K1A","Black",1.88,"Fibre","K","SG K1A","SG K"
"21","K1A","Black",2.53,"Fibre","K","SG K1A","SG K"
"22","K1A","Black",2.57,"Fibre","K","SG K1A","SG K"
"23","K1A","Black",0.09,"Fibre","K","SG K1A","SG K"
"24","K1A","Black",0.54,"Fibre","K","SG K1A","SG K"
"25","K1A","Black",0.1,"Fibre","K","SG K1A","SG K"
"26","K1A","Black",0.69,"Fibre","K","SG K1A","SG K"
"27","K1A","Black",0.88,"Fibre","K","SG K1A","SG K"
"28","K1A","Black",1.62,"Fibre","K","SG K1A","SG K"
"29","K1A","Black",1.33,"Fibre","K","SG K1A","SG K"
"30","K1A","Blue",1.61,"Fibre","K","SG K1A","SG K"
"31","K1A","Blue",0.03,"Fibre","K","SG K1A","SG K"
"32","K1A","Blue",0.69,"Fibre","K","SG K1A","SG K"
"33","K1A","Blue",0.67,"Fibre","K","SG K1A","SG K"
"34","K1A","Blue",0.21,"Fibre","K","SG K1A","SG K"
"35","K1A","Blue",0.37,"Fibre","K","SG K1A","SG K"
"36","K1A","Green",1.73,"Fibre","K","SG K1A","SG K"
"37","K1A","Green",0.63,"Fibre","K","SG K1A","SG K"
"38","K1A","Green",1.7,"Fibre","K","SG K1A","SG K"
"39","K1A","Red",0.41,"Fibre","K","SG K1A","SG K"
"40","K1A","Other",0.83,"Fibre","K","SG K1A","SG K"
"41","K1A","Other",0.51,"Fibre","K","SG K1A","SG K"
"42","K1A","Black",0.09,"Fragment","K","SG K1A","SG K"
"43","K1B","Other",0.1,"Fibre","K","SG K1B","SG K"
"44","K1B","Other",5.8,"Fibre","K","SG K1B","SG K"
"45","K1B","Other",1.15,"Fibre","K","SG K1B","SG K"
"46","K1B","Other",1.28,"Fibre","K","SG K1B","SG K"
"47","K1B","Other",1.05,"Fibre","K","SG K1B","SG K"
"48","K1B","Other",0.11,"Fibre","K","SG K1B","SG K"
"49","K1B","Other",1.02,"Fibre","K","SG K1B","SG K"
"50","K1B","Other",5.17,"Fibre","K","SG K1B","SG K"
"51","K1B","Other",5.14,"Fibre","K","SG K1B","SG K"
"52","K1B","Black",0.47,"Fibre","K","SG K1B","SG K"
"53","K1B","Black",0.53,"Fibre","K","SG K1B","SG K"
"54","K1B","Black",0.34,"Fibre","K","SG K1B","SG K"
"55","K1B","Black",0.37,"Fibre","K","SG K1B","SG K"
"56","K1B","Black",0.35,"Fibre","K","SG K1B","SG K"
"57","K1B","Black",0.05,"Fibre","K","SG K1B","SG K"
"58","K1B","Black",0.93,"Fibre","K","SG K1B","SG K"
"59","K1B","Black",0.5,"Fibre","K","SG K1B","SG K"
"60","K1B","Black",0.03,"Fibre","K","SG K1B","SG K"
"61","K1B","Black",0.97,"Fibre","K","SG K1B","SG K"
"62","K1B","Black",6.54,"Fibre","K","SG K1B","SG K"
"63","K1B","Black",0.18,"Fibre","K","SG K1B","SG K"
"64","K1B","Black",0.21,"Fibre","K","SG K1B","SG K"
"65","K1B","Black",0.89,"Fibre","K","SG K1B","SG K"
"66","K1B","Black",0.73,"Fibre","K","SG K1B","SG K"
"67","K1B","Black",1.6,"Fibre","K","SG K1B","SG K"
"68","K1B","Black",1.75,"Fibre","K","SG K1B","SG K"
"69","K1B","Blue",1.99,"Fibre","K","SG K1B","SG K"
"70","K1B","Blue",0.87,"Fibre","K","SG K1B","SG K"
"71","K1B","Blue",0.07,"Fibre","K","SG K1B","SG K"
"72","K1B","Blue",0.07,"Fibre","K","SG K1B","SG K"
"73","K1B","Blue",10.97,"Fibre","K","SG K1B","SG K"
"74","K1B","Blue",0.85,"Fibre","K","SG K1B","SG K"
"75","K1B","Blue",0.07,"Fibre","K","SG K1B","SG K"
"76","K1B","Blue",0.26,"Fibre","K","SG K1B","SG K"
"77","K1B","Blue",0.01,"Fibre","K","SG K1B","SG K"
"78","K1B","Blue",0.11,"Fibre","K","SG K1B","SG K"
"79","K1B","Blue",0.1,"Fibre","K","SG K1B","SG K"
"80","K1B","Blue",0.09,"Fibre","K","SG K1B","SG K"
"81","K1B","Blue",0.13,"Fibre","K","SG K1B","SG K"
"82","K1B","Blue",1.49,"Fibre","K","SG K1B","SG K"
"83","K1B","Blue",1.78,"Fibre","K","SG K1B","SG K"
"84","K1B","Other",0.38,"Fibre","K","SG K1B","SG K"
"85","K1B","Red",0.14,"Fibre","K","SG K1B","SG K"
"86","K1B","Transparent",1.62,"Fibre","K","SG K1B","SG K"
"87","K1B","Transparent",0.5,"Fibre","K","SG K1B","SG K"
"88","K1B","Transparent",1.65,"Fibre","K","SG K1B","SG K"
"89","K1B","Green",0.8,"Fibre","K","SG K1B","SG K"
"90","K1B","Green",2.37,"Fibre","K","SG K1B","SG K"
"91","K1B","Black",0.1,"Fragment","K","SG K1B","SG K"
"92","K1B","Black",0.07,"Fragment","K","SG K1B","SG K"
"93","K2A","Blue",3.27,"Fibre","K","SG K2A","SG K"
"94","K2A","Blue",0.69,"Fibre","K","SG K2A","SG K"
"95","K2A","Blue",3.06,"Fibre","K","SG K2A","SG K"
"96","K2A","Blue",1.24,"Fibre","K","SG K2A","SG K"
"97","K2A","Blue",0.6,"Fibre","K","SG K2A","SG K"
"98","K2A","Blue",2.28,"Fibre","K","SG K2A","SG K"
"99","K2A","Blue",1.11,"Fibre","K","SG K2A","SG K"
"100","K2A","Blue",1.78,"Fibre","K","SG K2A","SG K"
"101","K2A","Blue",1.35,"Fibre","K","SG K2A","SG K"
"102","K2A","Blue",1.2,"Fibre","K","SG K2A","SG K"
"103","K2A","Blue",1.4,"Fibre","K","SG K2A","SG K"
"104","K2A","Blue",0.08,"Fibre","K","SG K2A","SG K"
"105","K2A","Transparent",1.49,"Fibre","K","SG K2A","SG K"
"106","K2A","Transparent",1.23,"Fibre","K","SG K2A","SG K"
"107","K2A","Transparent",1.56,"Fibre","K","SG K2A","SG K"
"108","K2A","Transparent",2.81,"Fibre","K","SG K2A","SG K"
"109","K2A","Transparent",2.36,"Fibre","K","SG K2A","SG K"
"110","K2A","Transparent",1.53,"Fibre","K","SG K2A","SG K"
"111","K2A","Red",0.44,"Fibre","K","SG K2A","SG K"
"112","K2A","Black",0.41,"Fibre","K","SG K2A","SG K"
"113","K2A","Black",0.58,"Fibre","K","SG K2A","SG K"
"114","K2A","Black",1.15,"Fibre","K","SG K2A","SG K"
"115","K2A","Black",1.45,"Fibre","K","SG K2A","SG K"
"116","K2A","Black",0.42,"Fibre","K","SG K2A","SG K"
"117","K2A","Black",0.98,"Fibre","K","SG K2A","SG K"
"118","K2A","Black",0.36,"Fibre","K","SG K2A","SG K"
"119","K2A","Black",0.17,"Fibre","K","SG K2A","SG K"
"120","K2A","Black",0.26,"Fibre","K","SG K2A","SG K"
"121","K2A","Black",1.19,"Fibre","K","SG K2A","SG K"
"122","K2A","Black",0.13,"Fibre","K","SG K2A","SG K"
"123","K2A","Black",0.2,"Fibre","K","SG K2A","SG K"
"124","K2A","Other",0.35,"Fibre","K","SG K2A","SG K"
"125","K2A","Green",0.18,"Fibre","K","SG K2A","SG K"
"126","K2A","Other",3.84,"Fibre","K","SG K2A","SG K"
"127","K2A","Green",0.04,"Fragment","K","SG K2A","SG K"
"128","K2A","Blue",0.07,"Fragment","K","SG K2A","SG K"
"129","K2A","Black",0.17,"Fragment","K","SG K2A","SG K"
"130","K2A","Black",0.09,"Fragment","K","SG K2A","SG K"
"131","K2B","Black",0.09,"Fragment","K","SG K2B","SG K"
"132","K2B","Black",0.13,"Fragment","K","SG K2B","SG K"
"133","K2B","Black",0.11,"Fragment","K","SG K2B","SG K"
"134","K2B","Black",0.2,"Fragment","K","SG K2B","SG K"
"135","K2B","Black",0.08,"Fragment","K","SG K2B","SG K"
"136","K2B","Black",0.2,"Fragment","K","SG K2B","SG K"
"137","K2B","Blue",0.52,"Fibre","K","SG K2B","SG K"
"138","K2B","Blue",2.07,"Fibre","K","SG K2B","SG K"
"139","K2B","Blue",1.84,"Fibre","K","SG K2B","SG K"
"140","K2B","Blue",1.34,"Fibre","K","SG K2B","SG K"
"141","K2B","Blue",0.41,"Fibre","K","SG K2B","SG K"
"142","K2B","Blue",0.2,"Fibre","K","SG K2B","SG K"
"143","K2B","Green",2.48,"Fibre","K","SG K2B","SG K"
"144","K2B","Green",1.19,"Fibre","K","SG K2B","SG K"
"145","K2B","Green",0.89,"Fibre","K","SG K2B","SG K"
"146","K2B","Green",1.13,"Fibre","K","SG K2B","SG K"
"147","K2B","Other",0.71,"Fibre","K","SG K2B","SG K"
"148","K2B","Other",0.24,"Fibre","K","SG K2B","SG K"
"149","K2B","Black",0.18,"Foam","K","SG K2B","SG K"
"150","K2B","Transparent",1.12,"Fibre","K","SG K2B","SG K"
"151","K2B","Transparent",1.31,"Fibre","K","SG K2B","SG K"
"152","K2B","Black",1.18,"Fibre","K","SG K2B","SG K"
"153","K2B","Black",3.52,"Fibre","K","SG K2B","SG K"
"154","K2B","Black",0.14,"Fibre","K","SG K2B","SG K"
"155","K2B","Black",0.16,"Fibre","K","SG K2B","SG K"
"156","K2B","Other",0.89,"Fibre","K","SG K2B","SG K"
"157","K2B","Other",0.89,"Fibre","K","SG K2B","SG K"
"158","K2B","Other",1.4,"Fibre","K","SG K2B","SG K"
"159","K3A","Black",1.55,"Fibre","K","SG K3A","SG K"
"160","K3A","Black",0.3,"Fibre","K","SG K3A","SG K"
"161","K3A","Black",0.87,"Fibre","K","SG K3A","SG K"
"162","K3A","Black",1.92,"Fibre","K","SG K3A","SG K"
"163","K3A","Black",1.59,"Fibre","K","SG K3A","SG K"
"164","K3A","Black",0.15,"Fibre","K","SG K3A","SG K"
"165","K3A","Black",0.32,"Fibre","K","SG K3A","SG K"
"166","K3A","Black",0.68,"Fibre","K","SG K3A","SG K"
"167","K3A","Black",0.48,"Fibre","K","SG K3A","SG K"
"168","K3A","Black",0.17,"Fibre","K","SG K3A","SG K"
"169","K3A","Black",0.06,"Fibre","K","SG K3A","SG K"
"170","K3A","Black",3.64,"Fibre","K","SG K3A","SG K"
"171","K3A","Black",0.06,"Fibre","K","SG K3A","SG K"
"172","K3A","Black",0.55,"Fibre","K","SG K3A","SG K"
"173","K3A","Black",0.23,"Fibre","K","SG K3A","SG K"
"174","K3A","Black",0.14,"Fibre","K","SG K3A","SG K"
"175","K3A","Black",0.14,"Fibre","K","SG K3A","SG K"
"176","K3A","Black",0.89,"Fibre","K","SG K3A","SG K"
"177","K3A","Black",1.38,"Fibre","K","SG K3A","SG K"
"178","K3A","Black",0.1,"Fibre","K","SG K3A","SG K"
"179","K3A","Black",0.99,"Fibre","K","SG K3A","SG K"
"180","K3A","Green",0.5,"Fibre","K","SG K3A","SG K"
"181","K3A","Green",0.36,"Fibre","K","SG K3A","SG K"
"182","K3A","Green",0.4,"Fibre","K","SG K3A","SG K"
"183","K3A","Green",0.31,"Fibre","K","SG K3A","SG K"
"184","K3A","Green",0.27,"Fibre","K","SG K3A","SG K"
"185","K3A","Transparent",1.02,"Fibre","K","SG K3A","SG K"
"186","K3A","Transparent",0.95,"Fibre","K","SG K3A","SG K"
"187","K3A","Transparent",1.85,"Fibre","K","SG K3A","SG K"
"188","K3A","Transparent",0.7,"Fibre","K","SG K3A","SG K"
"189","K3A","Transparent",2.99,"Fibre","K","SG K3A","SG K"
"190","K3A","Transparent",1.51,"Fibre","K","SG K3A","SG K"
"191","K3A","Transparent",1.27,"Fibre","K","SG K3A","SG K"
"192","K3A","Transparent",2.61,"Fibre","K","SG K3A","SG K"
"193","K3A","Transparent",1.75,"Fibre","K","SG K3A","SG K"
"194","K3A","Red",3.03,"Fibre","K","SG K3A","SG K"
"195","K3A","Red",2.18,"Fibre","K","SG K3A","SG K"
"196","K3A","Red",0.24,"Fibre","K","SG K3A","SG K"
"197","K3A","Blue",0.41,"Fibre","K","SG K3A","SG K"
"198","K3A","Blue",0.57,"Fibre","K","SG K3A","SG K"
"199","K3A","Blue",0.53,"Fibre","K","SG K3A","SG K"
"200","K3A","Blue",0.1,"Fibre","K","SG K3A","SG K"
"201","K3A","Blue",1.72,"Fibre","K","SG K3A","SG K"
"202","K3A","Blue",0.12,"Fibre","K","SG K3A","SG K"
"203","K3A","Blue",5.09,"Fibre","K","SG K3A","SG K"
"204","K3A","Blue",1.74,"Fibre","K","SG K3A","SG K"
"205","K3A","Blue",0.02,"Fragment","K","SG K3A","SG K"
"206","K3A","Blue",0.07,"Fragment","K","SG K3A","SG K"
"207","K3A","Black",0.15,"Fragment","K","SG K3A","SG K"
"208","K3A","Black",0.17,"Fragment","K","SG K3A","SG K"
"209","K3B","Black",0.23,"Fragment","K","SG K3B","SG K"
"210","K3B","Black",0.2,"Fragment","K","SG K3B","SG K"
"211","K3B","Black",0.19,"Fragment","K","SG K3B","SG K"
"212","K3B","Black",0.17,"Fragment","K","SG K3B","SG K"
"213","K3B","Black",0.28,"Fragment","K","SG K3B","SG K"
"214","K3B","Black",0.15,"Fragment","K","SG K3B","SG K"
"215","K3B","White",0.69,"Fragment","K","SG K3B","SG K"
"216","K3B","Red",0.47,"Fragment","K","SG K3B","SG K"
"217","K3B","Blue",0.05,"Fragment","K","SG K3B","SG K"
"218","K3B","Black",0.67,"Fibre","K","SG K3B","SG K"
"219","K3B","Black",0.23,"Fibre","K","SG K3B","SG K"
"220","K3B","Black",1.39,"Fibre","K","SG K3B","SG K"
"221","K3B","Black",0.67,"Fibre","K","SG K3B","SG K"
"222","K3B","Black",0.94,"Fibre","K","SG K3B","SG K"
"223","K3B","Black",0.1,"Fibre","K","SG K3B","SG K"
"224","K3B","Black",0.1,"Fibre","K","SG K3B","SG K"
"225","K3B","Black",0.39,"Fibre","K","SG K3B","SG K"
"226","K3B","Blue",0.43,"Fibre","K","SG K3B","SG K"
"227","K3B","Blue",0.69,"Fibre","K","SG K3B","SG K"
"228","K3B","Blue",0.13,"Fibre","K","SG K3B","SG K"
"229","K3B","Blue",0.94,"Fibre","K","SG K3B","SG K"
"230","K3B","Transparent",3.24,"Fibre","K","SG K3B","SG K"
"231","K3B","Transparent",0.81,"Fibre","K","SG K3B","SG K"
"232","K3B","Transparent",1.01,"Fibre","K","SG K3B","SG K"
"233","D1A","Red",0.33,"Fragment","D","SG D1A","SG D"
"234","D1A","Red",0.21,"Fragment","D","SG D1A","SG D"
"235","D1A","Red",0.22,"Fragment","D","SG D1A","SG D"
"236","D1A","Red",0.2,"Fragment","D","SG D1A","SG D"
"237","D1A","Black",0.15,"Fragment","D","SG D1A","SG D"
"238","D1A","Black",0.15,"Fragment","D","SG D1A","SG D"
"239","D1A","Black",0.11,"Fragment","D","SG D1A","SG D"
"240","D1A","Black",0.16,"Fragment","D","SG D1A","SG D"
"241","D1A","Black",0.15,"Fragment","D","SG D1A","SG D"
"242","D1A","Blue",0.04,"Fragment","D","SG D1A","SG D"
"243","D1A","Other",0.12,"Fibre","D","SG D1A","SG D"
"244","D1A","Transparent",0.48,"Fibre","D","SG D1A","SG D"
"245","D1A","Green",0.63,"Fibre","D","SG D1A","SG D"
"246","D1A","Green",1.23,"Fibre","D","SG D1A","SG D"
"247","D1A","Blue",0.83,"Fibre","D","SG D1A","SG D"
"248","D1A","Blue",1.74,"Fibre","D","SG D1A","SG D"
"249","D1A","Blue",1.35,"Fibre","D","SG D1A","SG D"
"250","D1A","Blue",1.41,"Fibre","D","SG D1A","SG D"
"251","D1A","Blue",1.53,"Fibre","D","SG D1A","SG D"
"252","D1A","Blue",1.62,"Fibre","D","SG D1A","SG D"
"253","D1A","Blue",1.24,"Fibre","D","SG D1A","SG D"
"254","D1A","Blue",0.13,"Fibre","D","SG D1A","SG D"
"255","D1A","Blue",0.8,"Fibre","D","SG D1A","SG D"
"256","D1A","Red",0.46,"Fibre","D","SG D1A","SG D"
"257","D1A","Other",2.29,"Fibre","D","SG D1A","SG D"
"258","D1A","Black",0.08,"Fibre","D","SG D1A","SG D"
"259","D1A","Black",0.21,"Fibre","D","SG D1A","SG D"
"260","D1A","Black",0.71,"Fibre","D","SG D1A","SG D"
"261","D1A","Black",0.75,"Fibre","D","SG D1A","SG D"
"262","D1A","Black",0.76,"Fibre","D","SG D1A","SG D"
"263","D1A","Black",0.75,"Fibre","D","SG D1A","SG D"
"264","D1A","Black",0.82,"Fibre","D","SG D1A","SG D"
"265","D1A","Black",0.75,"Fibre","D","SG D1A","SG D"
"266","D1A","Black",0.07,"Fibre","D","SG D1A","SG D"
"267","D1A","Black",8.83,"Fibre","D","SG D1A","SG D"
"268","D1A","Black",2.35,"Fibre","D","SG D1A","SG D"
"269","D1A","Black",4.14,"Fibre","D","SG D1A","SG D"
"270","D1A","Black",0.57,"Fibre","D","SG D1A","SG D"
"271","D1A","Black",0.48,"Fibre","D","SG D1A","SG D"
"272","D1A","Black",0.59,"Fibre","D","SG D1A","SG D"
"273","D1B","Blue",0.03,"Fibre","D","SG D1B","SG D"
"274","D1B","Blue",1.31,"Fibre","D","SG D1B","SG D"
"275","D1B","Blue",0.14,"Fibre","D","SG D1B","SG D"
"276","D1B","Blue",0.25,"Fibre","D","SG D1B","SG D"
"277","D1B","Blue",0.64,"Fibre","D","SG D1B","SG D"
"278","D1B","Blue",0.08,"Fibre","D","SG D1B","SG D"
"279","D1B","Blue",1.24,"Fibre","D","SG D1B","SG D"
"280","D1B","Blue",0.3,"Fibre","D","SG D1B","SG D"
"281","D1B","Blue",1.57,"Fibre","D","SG D1B","SG D"
"282","D1B","Blue",2.13,"Fibre","D","SG D1B","SG D"
"283","D1B","Blue",0.96,"Fibre","D","SG D1B","SG D"
"284","D1B","Blue",0.93,"Fibre","D","SG D1B","SG D"
"285","D1B","Blue",0.91,"Fibre","D","SG D1B","SG D"
"286","D1B","Blue",0.84,"Fibre","D","SG D1B","SG D"
"287","D1B","Red",0.19,"Fibre","D","SG D1B","SG D"
"288","D1B","Red",0.11,"Fibre","D","SG D1B","SG D"
"289","D1B","Red",0.57,"Fibre","D","SG D1B","SG D"
"290","D1B","Red",0.51,"Fibre","D","SG D1B","SG D"
"291","D1B","Black",0.07,"Fibre","D","SG D1B","SG D"
"292","D1B","Black",0.47,"Fibre","D","SG D1B","SG D"
"293","D1B","Black",0.67,"Fibre","D","SG D1B","SG D"
"294","D1B","Black",0.53,"Fibre","D","SG D1B","SG D"
"295","D1B","Black",0.12,"Fibre","D","SG D1B","SG D"
"296","D1B","Black",0.46,"Fibre","D","SG D1B","SG D"
"297","D1B","Black",1.14,"Fibre","D","SG D1B","SG D"
"298","D1B","Other",0.07,"Fibre","D","SG D1B","SG D"
"299","D1B","Other",0.69,"Fibre","D","SG D1B","SG D"
"300","D1B","Other",0.37,"Fibre","D","SG D1B","SG D"
"301","D1B","Green",0.44,"Fibre","D","SG D1B","SG D"
"302","D1B","Green",0.68,"Fibre","D","SG D1B","SG D"
"303","D1B","Green",3.26,"Fibre","D","SG D1B","SG D"
"304","D1B","Transparent",3.38,"Fibre","D","SG D1B","SG D"
"305","D1B","Transparent",0.45,"Fibre","D","SG D1B","SG D"
"306","D1B","Transparent",0.64,"Fibre","D","SG D1B","SG D"
"307","D1B","Green",0.1,"Foam","D","SG D1B","SG D"
"308","D2A","Red",0.08,"Fragment","D","SG D2A","SG D"
"309","D2A","Black",0.25,"Fragment","D","SG D2A","SG D"
"310","D2A","Black",0.17,"Fragment","D","SG D2A","SG D"
"311","D2A","Black",0.08,"Fragment","D","SG D2A","SG D"
"312","D2A","Black",0.27,"Fragment","D","SG D2A","SG D"
"313","D2A","Black",0.22,"Fragment","D","SG D2A","SG D"
"314","D2A","Black",0.14,"Fragment","D","SG D2A","SG D"
"315","D2A","Black",0.11,"Fragment","D","SG D2A","SG D"
"316","D2A","Blue",0.09,"Foam","D","SG D2A","SG D"
